Ticker,Composite_Z,Classification,Name,Company Name,Industry,SET ESG Ratings 
ICC.BK,0.8041383562891706,Neutral,ICC,,,
ICHI.BK,-0.5471397021964777,Exit Point,ICHI,ICHITAN GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,A
ICN.BK,-0.0565911765409927,Neutral,ICN,,,
IFS.BK,-0.4934407495881738,Exit Point,IFS,,,
IHL.BK,0.1626743959706472,Neutral,IHL,,,
IIG.BK,-0.6089680078916043,Exit Point,IIG,,,
III.BK,-0.3291572409672232,Exit Point,III,TRIPLE I LOGISTICS PUBLIC COMPANY LIMITED,Services,AA
ILINK.BK,0.2270623874801714,Neutral,ILINK,INTERLINK COMMUNICATION PUBLIC COMPANY LIMITED,Technology,A
ILM.BK,0.0428544960765702,Neutral,ILM,INDEX LIVING MALL PUBLIC COMPANY LIMITED,Services,AA
IMH.BK,-0.6675069322199995,Exit Point,IMH,,,
IMPACT.BK,0.1856346632236347,Neutral,IMPACT,,,
IND.BK,0.4881592460106733,Neutral,IND,,,
INET.BK,0.0973033474248469,Neutral,INET,,,
INETREIT.BK,1.4235147017676313,Weight Increase,INETREIT,,,
INGRS.BK,0.2459004644093476,Neutral,INGRS,,,
INOX.BK,0.0454418316806304,Neutral,INOX,,,
INSET.BK,-0.4687053516201495,Exit Point,INSET,INFRASET PUBLIC COMPANY LIMITED,Technology,BBB
INSURE.BK,0.2966378577870773,Neutral,INSURE,,,
IP.BK,0.4813548933807102,Neutral,IP,,,
IRC.BK,-0.5245278623839443,Exit Point,IRC,INOUE RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Industrials,A
IRCP.BK,-0.1336509857505763,Exit Point,IRCP,,,
IROYAL.BK,0.1209636747326029,Neutral,IROYAL,,,
IRPC.BK,-0.2299492561586543,Exit Point,IRPC,,,
ISSARA.BK,-0.0072661914570537,Neutral,ISSARA,,,
IT.BK,-0.3479031784762488,Exit Point,IT,IT CITY PUBLIC COMPANY LIMITED,Services,A
ITC.BK,-0.5401564183762275,Exit Point,ITC,,,
ITD.BK,-0.1092703972533027,Exit Point,ITD,,,
ITEL.BK,-0.2810575186085368,Exit Point,ITEL,INTERLINK TELECOM PUBLIC COMPANY LIMITED,Technology,A
ITNS.BK,0.4375767011396116,Neutral,ITNS,,,
ITTHI.BK,0.077239626092222,Neutral,ITTHI,,,
IVF.BK,-0.8694145312387012,Exit Point,IVF,,,
IVL.BK,0.1195944734206974,Neutral,IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,Industrials,AAA
J.BK,-0.61021943482502,Exit Point,J,,,
JAK.BK,1.2128810595394608,Weight Increase,JAK,,,
JAS.BK,0.058418418641905,Neutral,JAS,,,
JCK.BK,0.353847157402092,Neutral,JCK,,,
JCKH.BK,0.1120289118591556,Neutral,JCKH,,,
JCT.BK,0.264581538967892,Neutral,JCT,,,
JDF.BK,-0.2483492169398455,Exit Point,JDF,,,
JKN.BK,0.0226114715640208,Neutral,JKN,,,
JMART.BK,-0.6640399429510021,Exit Point,JMART,JAYMART GROUP HOLDINGS PUBLIC COMPANY LIMITED,Technology,A
JMT.BK,-0.3396699333391623,Exit Point,JMT,JMT NETWORK SERVICES PUBLIC COMPANY LIMITED,Financials,BBB
JPARK.BK,-0.2678540646944794,Exit Point,JPARK,,,
JR.BK,-0.4212220890262976,Exit Point,JR,,,
JSP.BK,-0.1928330681048127,Exit Point,JSP,,,
JTS.BK,-0.0919835315472921,Neutral,JTS,,,
JUBILE.BK,-1.2208403395109515,Exit Point,JUBILE,,,
K.BK,0.4869875838216677,Neutral,K,,,
KAMART.BK,-0.3102248773343319,Exit Point,KAMART,,,
KASET.BK,-0.0417067619449574,Neutral,KASET,,,
KBANK.BK,0.3620305951493145,Neutral,KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,Financials,AAA
KBS.BK,0.2026441687488532,Neutral,KBS,,,
KBSPIF.BK,-0.0106360806060571,Neutral,KBSPIF,,,
KC.BK,1.090136620699244,Weight Increase,KC,,,
KCAR.BK,1.5977610932155806,Weight Increase,KCAR,,,
KCC.BK,-0.4190781015730575,Exit Point,KCC,,,
KCE.BK,-0.132199441526266,Exit Point,KCE,KCE ELECTRONICS PUBLIC COMPANY LIMITED,Technology,A
KCG.BK,0.450401254619075,Neutral,KCG,KCG CORPORATION PUBLIC COMPANY LIMITED,Agro & Food Industry,A
KCM.BK,0.0638603139467752,Neutral,KCM,,,
KDH.BK,0.133298525609265,Neutral,KDH,,,
KEX.BK,0.4036524544002782,Neutral,KEX,,,
KGEN.BK,-0.2394459714987838,Exit Point,KGEN,,,
KGI.BK,-0.3241080283725397,Exit Point,KGI,,,
KIAT.BK,0.3265350711607254,Neutral,KIAT,,,
KISS.BK,-0.0706698030571752,Neutral,KISS,,,
KJL.BK,0.1223315109800849,Neutral,KJL,,,
KK.BK,-0.5180043655330924,Exit Point,KK,,,
KKC.BK,0.0226114715640208,Neutral,KKC,,,
KKP.BK,0.1088308720099287,Neutral,KKP,KIATNAKIN PHATRA BANK PUBLIC COMPANY LIMITED,Financials,AA
KLINIQ.BK,-0.1871159286383698,Exit Point,KLINIQ,,,
KOOL.BK,0.277256798380449,Neutral,KOOL,,,
KPNREIT.BK,0.2813697932838513,Neutral,KPNREIT,,,
KSL.BK,-0.3584354236930459,Exit Point,KSL,,,
KTB.BK,0.4179567549737584,Neutral,KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Financials,AAA
KTBSTMR.BK,-0.142715075053305,Exit Point,KTBSTMR,,,
KTC.BK,-0.453226260365799,Exit Point,KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,Financials,AAA
KTIS.BK,-0.0360267627118196,Neutral,KTIS,,,
KTMS.BK,0.3503010739779575,Neutral,KTMS,,,
KUMWEL.BK,0.1625763828707619,Neutral,KUMWEL,KUMWELL CORPORATION PUBLIC COMPANY LIMITED,Industrials,A
KUN.BK,0.3948903743945288,Neutral,KUN,,,
KWC.BK,0.5077276968663023,Neutral,KWC,,,
KWI.BK,0.1918070192511772,Neutral,KWI,,,
KWM.BK,-0.1820319491915915,Exit Point,KWM,,,
KYE.BK,1.1553479828781492,Weight Increase,KYE,,,
L&E.BK,0.36448128738657,Neutral,L&E,,,
LALIN.BK,-0.9084395569975484,Exit Point,LALIN,,,
LANNA.BK,0.2665497111195577,Neutral,LANNA,,,
LDC.BK,0.0162746243715632,Neutral,LDC,,,
LEE.BK,0.347412625125925,Neutral,LEE,,,
LEO.BK,0.2575993926928974,Neutral,LEO,,,
LH.BK,-0.2571837536055448,Exit Point,LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,Property & Construction,AA
LHFG.BK,0.437683681302092,Neutral,LHFG,LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,Financials,A
LHHOTEL.BK,-0.3156096647365517,Exit Point,LHHOTEL,,,
LHK.BK,-0.0375051406215897,Neutral,LHK,,,
LHRREIT.BK,-0.0757768261773467,Neutral,LHRREIT,,,
LHSC.BK,0.6955048566361725,Neutral,LHSC,,,
LIT.BK,0.3298433317878178,Neutral,LIT,,,
LOXLEY.BK,-0.4596384493464195,Exit Point,LOXLEY,LOXLEY PUBLIC COMPANY LIMITED,Services,A
LPH.BK,-0.6848896401845445,Exit Point,LPH,,,
LPN.BK,-0.7304216601492527,Exit Point,LPN,,,
LRH.BK,0.0697958378768379,Neutral,LRH,,,
LST.BK,-0.2636865089830588,Exit Point,LST,,,
LTS.BK,-0.7221725673832442,Exit Point,LTS,,,
LUXF.BK,0.2818455741946087,Neutral,LUXF,,,
M-CHAI.BK,-1.4335876632346476,Exit Point,M-CHAI,MAHACHAI HOSPITAL PUBLIC COMPANY LIMITED,Services,AAA
M-PAT.BK,0.7484044901051963,Neutral,M-PAT,,,
M-STOR.BK,-0.0203866479997256,Neutral,M-STOR,,,
M.BK,-0.484659558205715,Exit Point,M,,,
MAGURO.BK,-0.2161281776458458,Exit Point,MAGURO,,,
MAJOR.BK,-0.835527254942089,Exit Point,MAJOR,MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED,Services,AA
MALEE.BK,0.1419926758130957,Neutral,MALEE,,,
MANRIN.BK,-0.2982242625525439,Exit Point,MANRIN,,,
MASTER.BK,-0.7504834078214991,Exit Point,MASTER,,,
MATCH.BK,0.4689954054912344,Neutral,MATCH,,,
MATI.BK,0.0317075274891485,Neutral,MATI,,,
MBAX.BK,-0.0579263870484033,Neutral,MBAX,,,
MBK.BK,-0.424936864342496,Exit Point,MBK,MBK PUBLIC COMPANY LIMITED,Property & Construction,A
MC.BK,0.1708412711866308,Neutral,MC,MC GROUP PUBLIC COMPANY LIMITED,Services,AAA
MCA.BK,0.2077360754240725,Neutral,MCA,,,
MCOT.BK,0.0019907936563744,Neutral,MCOT,,,
MCS.BK,1.3153714005504291,Weight Increase,MCS,,,
MDX.BK,0.0313611150371689,Neutral,MDX,,,
MEB.BK,-0.0962375364022354,Neutral,MEB,,,
MEDEZE.BK,0.1479561264452293,Neutral,MEDEZE,,,
MEGA.BK,-0.3521940224531156,Exit Point,MEGA,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,Services,A
MENA.BK,-0.0165901853608436,Neutral,MENA,,,
META.BK,0.9868944264691714,Neutral,META,,,
METCO.BK,0.7580718634942949,Neutral,METCO,,,
MFC.BK,0.6905891587260993,Neutral,MFC,MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,Financials,A
MFEC.BK,-0.1002103780592157,Exit Point,MFEC,MFEC PUBLIC COMPANY LIMITED,Technology,AAA
MGC.BK,-0.0078321390692824,Neutral,MGC,,,
MGI.BK,0.3468570835506922,Neutral,MGI,,,
MGT.BK,0.1155004707547765,Neutral,MGT,,,
MICRO.BK,0.13006476364436,Neutral,MICRO,MICRO LEASING PUBLIC COMPANY LIMITED,Financials,BBB
MIDA.BK,0.5131889489398028,Neutral,MIDA,,,
MII.BK,-0.5947811087237896,Exit Point,MII,,,
MILL.BK,0.5178824028518999,Neutral,MILL,,,
MINT.BK,0.3369135177021414,Neutral,MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,Services,AA
MIPF.BK,0.2690259323604032,Neutral,MIPF,,,
MIT.BK,0.7814473185729505,Neutral,MIT,,,
MITSIB.BK,-0.1856406277391134,Exit Point,MITSIB,,,
MJD.BK,-0.4139179781530608,Exit Point,MJD,,,
MJLF.BK,0.312026717318103,Neutral,MJLF,,,
MK.BK,0.1402505550049668,Neutral,MK,,,
ML.BK,0.0638559238897979,Neutral,ML,,,
MNIT.BK,-0.1129626218317522,Exit Point,MNIT,,,
MNIT2.BK,0.2990456433769696,Neutral,MNIT2,,,
MNRF.BK,0.1619936801781162,Neutral,MNRF,,,
MODERN.BK,0.23717922431759,Neutral,MODERN,MODERNFORM GROUP PUBLIC COMPANY LIMITED,Consumer Products,A
MONO.BK,0.3205220318412895,Neutral,MONO,,,
MOONG.BK,-0.0069705672953049,Neutral,MOONG,MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED,Consumer Products,A
MORE.BK,2.124132248475901,Neural Uptaking,MORE,,,
MOSHI.BK,0.2027958702646013,Neutral,MOSHI,MOSHI MOSHI RETAIL CORPORATION PUBLIC COMPANY LIMITED,Services,A
MPJ.BK,0.3223865933576301,Neutral,MPJ,,,
MSC.BK,0.3193807186219558,Neutral,MSC,METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED,Technology,A
MST.BK,-0.3565452842357977,Exit Point,MST,,,
MTC.BK,0.1700306539348859,Neutral,MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,Financials,AAA
MTI.BK,1.5139372658780992,Weight Increase,MTI,MUANG THAI INSURANCE PUBLIC COMPANY LIMITED,Financials,AA
MTW.BK,0.0448713119306678,Neutral,MTW,,,
MUD.BK,0.4335612279425221,Neutral,MUD,,,
MVP.BK,0.0028692450750122,Neutral,MVP,,,
NAM.BK,0.2707396905739533,Neutral,NAM,,,
NAT.BK,-0.7004888153200696,Exit Point,NAT,,,
NATION.BK,0.5013076902345034,Neutral,NATION,,,
NC.BK,0.3695245449921846,Neutral,NC,,,
NCAP.BK,0.8607628391513655,Neutral,NCAP,,,
NCH.BK,-0.2867208583578914,Exit Point,NCH,,,
NCL.BK,0.2839725353956031,Neutral,NCL,,,
NCP.BK,0.4454490714058272,Neutral,NCP,,,
NDR.BK,0.0013068676074425,Neutral,NDR,,,
NEO.BK,0.0676305354622693,Neutral,NEO,,,
NEP.BK,0.52171516728195,Neutral,NEP,,,
NER.BK,0.0318339146682845,Neutral,NER,NORTH EAST RUBBER PUBLIC COMPANY LIMITED,Agro & Food Industry,A
NETBAY.BK,0.3919574090547155,Neutral,NETBAY,,,
NEW.BK,0.4261462402234662,Neutral,NEW,,,
NEWS.BK,0.0226114715640208,Neutral,NEWS,,,
NEX.BK,0.8700821873322597,Neutral,NEX,,,
NFC.BK,0.4679067103399208,Neutral,NFC,,,
NKI.BK,0.0062318800830435,Neutral,NKI,,,
NKT.BK,-0.2661695638771952,Exit Point,NKT,,,
NL.BK,-0.437458218744477,Exit Point,NL,,,
NNCL.BK,-0.33430413688134,Exit Point,NNCL,,,
NOBLE.BK,-0.8690950103245629,Exit Point,NOBLE,NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,AAA
NOVA.BK,0.327148896756488,Neutral,NOVA,,,
NPK.BK,0.2897339767789257,Neutral,NPK,,,
NRF.BK,-0.4841965903089157,Exit Point,NRF,,,
NSL.BK,0.419877567920182,Neutral,NSL,,,
NTSC.BK,-0.1994031313810428,Exit Point,NTSC,,,
NTV.BK,-0.4894243951632571,Exit Point,NTV,,,
NV.BK,-0.7618500816328861,Exit Point,NV,,,
NVD.BK,-0.1239001657518779,Exit Point,NVD,NIRVANA DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,A**
NWR.BK,0.3427869587880127,Neutral,NWR,,,
NYT.BK,0.3540273432304083,Neutral,NYT,NAMYONG TERMINAL PUBLIC COMPANY LIMITED,Services,AA
OCC.BK,0.5957691287363254,Neutral,OCC,,,
OGC.BK,-0.2331490156535657,Exit Point,OGC,,,
OHTL.BK,0.1787588907577644,Neutral,OHTL,,,
OKJ.BK,-0.3133209409445218,Exit Point,OKJ,,,
ONEE.BK,-0.9132207679590634,Exit Point,ONEE,,,
OR.BK,0.2285029582610944,Neutral,OR,PTT OIL AND RETAIL BUSINESS PUBLIC COMPANY LIMITED,Resources,AAA
ORI.BK,-0.6333900357965186,Exit Point,ORI,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,Property & Construction,AAA
ORN.BK,0.3431097124606164,Neutral,ORN,,,
OSP.BK,0.0546612785436864,Neutral,OSP,OSOTSPA PUBLIC COMPANY LIMITED,Agro & Food Industry,AA
PACO.BK,0.1138652320073452,Neutral,PACO,,,
PAF.BK,0.12664686920869,Neutral,PAF,,,
PANEL.BK,0.2796458981377064,Neutral,PANEL,,,
PAP.BK,0.6761009616343292,Neutral,PAP,,,
PATO.BK,-0.2058211196796635,Exit Point,PATO,,,
PB.BK,-0.2902718609899758,Exit Point,PB,PRESIDENT BAKERY PUBLIC COMPANY LIMITED,Agro & Food Industry,AAA
PCC.BK,-0.2570048755010711,Exit Point,PCC,PRECISE CORPORATION PUBLIC COMPANY LIMITED,Industrials,A
PCE.BK,0.0354052524794077,Neutral,PCE,,,
PCSGH.BK,-0.1046216132838308,Exit Point,PCSGH,P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED,Industrials,A
PDG.BK,0.4352572132588596,Neutral,PDG,,,
PDJ.BK,-0.9467516529256054,Exit Point,PDJ,PRANDA JEWELRY PUBLIC COMPANY LIMITED,Consumer Products,BBB
PEACE.BK,0.1917440988444363,Neutral,PEACE,,,
PEER.BK,-0.1308978086494732,Exit Point,PEER,,,
PERM.BK,0.3664257975640803,Neutral,PERM,,,
PF.BK,0.4401665028698261,Neutral,PF,,,
PG.BK,-0.2276853093038999,Exit Point,PG,,,
PHG.BK,-0.0025419938536872,Neutral,PHG,,,
PHOL.BK,-0.0672422459923393,Neutral,PHOL,PHOL DHANYA PUBLIC COMPANY LIMITED,Industrials,A
PICO.BK,0.5466726170609295,Neutral,PICO,,,
PIMO.BK,-0.1838241935073239,Exit Point,PIMO,,,
PIN.BK,0.2684626916627309,Neutral,PIN,,,
PIS.BK,0.4687528541184007,Neutral,PIS,,,
PJW.BK,0.2100620393479232,Neutral,PJW,,,
PK.BK,0.4016163127614251,Neutral,PK,,,
PL.BK,0.1058352751828554,Neutral,PL,,,
PLANB.BK,-0.1305324620397551,Exit Point,PLANB,PLAN B MEDIA PUBLIC COMPANY LIMITED,Services,AA
PLANET.BK,0.1918148186005789,Neutral,PLANET,,,
PLAT.BK,-0.6422706547093276,Exit Point,PLAT,,,
PLE.BK,0.0257575710813515,Neutral,PLE,,,
PLT.BK,-0.269467694787072,Exit Point,PLT,,,
PLUS.BK,-0.4057251840860084,Exit Point,PLUS,,,
PM.BK,1.1214345423387044,Weight Increase,PM,PREMIER MARKETING PUBLIC COMPANY LIMITED,Agro & Food Industry,A
PMC.BK,-0.0186813365652095,Neutral,PMC,,,
PMTA.BK,0.4625031845845864,Neutral,PMTA,,,
POLY.BK,0.0867966828983495,Neutral,POLY,,,
POPF.BK,-0.5340154338401394,Exit Point,POPF,,,
PORT.BK,-0.4140509468768356,Exit Point,PORT,,,
PPM.BK,0.2538629738427155,Neutral,PPM,,,
PPP.BK,-0.1590593780359723,Exit Point,PPP,,,
PPPM.BK,0.0617911256450347,Neutral,PPPM,,,
PPS.BK,0.3368640669242815,Neutral,PPS,PROJECT PLANNING SERVICE PUBLIC COMPANY LIMITED,Property & Construction,AA
PQS.BK,0.5149003599778613,Neutral,PQS,,,
PR9.BK,0.1239583822518146,Neutral,PR9,PRARAM 9 HOSPITAL PUBLIC COMPANY LIMITED,Services,AAA
PRAKIT.BK,0.0659747243454494,Neutral,PRAKIT,,,
PRAPAT.BK,-0.2731543827360362,Exit Point,PRAPAT,,,
PREB.BK,-0.6639761704128743,Exit Point,PREB,,,
PRECHA.BK,0.1541619078904032,Neutral,PRECHA,,,
PRG.BK,0.0784269719224624,Neutral,PRG,,,
PRI.BK,-0.1568856972498331,Exit Point,PRI,,,
PRIME.BK,0.2633633696253215,Neutral,PRIME,PRIME ROAD POWER PUBLIC COMPANY LIMITED,Resources,BBB
PRIN.BK,0.0469658574562995,Neutral,PRIN,,,
PRINC.BK,-0.7116520816190022,Exit Point,PRINC,,,
PRM.BK,-0.3300627473528307,Exit Point,PRM,,,
PROEN.BK,-0.1268142063210442,Exit Point,PROEN,,,
PROS.BK,0.3074204745638061,Neutral,PROS,,,
PROSPECT.BK,-0.4652455958777611,Exit Point,PROSPECT,,,
PROUD.BK,0.5760204541665817,Neutral,PROUD,,,
PRTR.BK,-0.1544891799872867,Exit Point,PRTR,,,
PSG.BK,0.2879450353847362,Neutral,PSG,,,
PSH.BK,-0.2833725796634384,Exit Point,PSH,PRUKSA HOLDING PUBLIC COMPANY LIMITED,Property & Construction,AA
PSL.BK,0.012548146059987,Neutral,PSL,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,Services,AA
PSP.BK,0.6470917390255365,Neutral,PSP,,,
PSTC.BK,0.1406756652073844,Neutral,PSTC,,,
PT.BK,1.44793364479666,Weight Increase,PT,,,
PTC.BK,-0.5746310294906507,Exit Point,PTC,,,
PTECH.BK,0.8225194374160146,Neutral,PTECH,,,
PTG.BK,-0.3387953632961828,Exit Point,PTG,,,
PTL.BK,0.1534342046127831,Neutral,PTL,,,
PTT.BK,0.2138472137619103,Neutral,PTT,PTT PUBLIC COMPANY LIMITED,Resources,AAA
PTTEP.BK,-0.0208172684883403,Neutral,PTTEP,PTT EXPLORATION AND PRODUCTION PUBLIC COMPANY LIMITED,Resources,AA**
PTTGC.BK,0.0465735666720311,Neutral,PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,Industrials,AAA
PYLON.BK,0.3428445796475522,Neutral,PYLON,,,
Q-CON.BK,-0.2195415518440149,Exit Point,Q-CON,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,BBB
QH.BK,-0.3436300954310248,Exit Point,QH,,,
QHBREIT.BK,-1.350637346969582,Exit Point,QHBREIT,,,
QHHRREIT.BK,0.0508046448435172,Neutral,QHHRREIT,,,
QHOP.BK,0.4799013683895257,Neutral,QHOP,,,
QLT.BK,0.2917636606770543,Neutral,QLT,QUALITECH PUBLIC COMPANY LIMITED,Services,BBB
QTC.BK,0.3196019428964258,Neutral,QTC,QTC ENERGY PUBLIC COMPANY LIMITED,Industrials,AA
QTCG.BK,-0.1250020562911109,Exit Point,QTCG,,,
RABBIT.BK,-0.2417489273398207,Exit Point,RABBIT,,,
RAM.BK,-0.7229611518292453,Exit Point,RAM,,,
RATCH.BK,-0.0389089649296639,Neutral,RATCH,RATCH GROUP PUBLIC COMPANY LIMITED,Resources,AAA
RBF.BK,-0.7366106344822025,Exit Point,RBF,R&B FOOD SUPPLY PUBLIC COMPANY LIMITED,Agro & Food Industry,A
RCL.BK,0.3249164801828913,Neutral,RCL,,,
READY.BK,0.0358443841752503,Neutral,READY,,,
RICHY.BK,0.1191866642010687,Neutral,RICHY,,,
RJH.BK,-0.6773214495155845,Exit Point,RJH,,,
RML.BK,-0.1007632583017407,Exit Point,RML,,,
ROCK.BK,0.5810974555696143,Neutral,ROCK,,,
ROCTEC.BK,0.0756798548262912,Neutral,ROCTEC,,,
ROH.BK,0.1182045353458446,Neutral,ROH,,,
ROJNA.BK,-0.0846171954057325,Neutral,ROJNA,,,
RP.BK,-0.0021877909265533,Neutral,RP,,,
RPC.BK,-0.2031563349704139,Exit Point,RPC,,,
RPH.BK,-0.3191635774836743,Exit Point,RPH,,,
RS.BK,-1.5057804242612751,Exit Point,RS,,,
RSP.BK,-0.5930111279162423,Exit Point,RSP,,,
RT.BK,0.0009232777622054,Neutral,RT,,,
RWI.BK,-0.2343628386560404,Exit Point,RWI,,,
S&J.BK,0.5556953840831185,Neutral,S&J,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,Consumer Products,AA
S.BK,-0.3224040488685309,Exit Point,S,SINGHA ESTATE PUBLIC COMPANY LIMITED,Property & Construction,AA
S11.BK,0.9205241992498364,Neutral,S11,,,
SA.BK,0.3771611236056726,Neutral,SA,,,
SAAM.BK,0.4816580149678941,Neutral,SAAM,,,
SABINA.BK,-0.8764679522956856,Exit Point,SABINA,SABINA PUBLIC COMPANY LIMITED,Consumer Products,AAA
SABUY.BK,-0.1960894942921499,Exit Point,SABUY,,,
SAF.BK,0.3741973470715108,Neutral,SAF,,,
SAFARI.BK,0.2075332733631135,Neutral,SAFARI,,,
SAFE.BK,-0.938468128186004,Exit Point,SAFE,,,
SAK.BK,0.025562008219995,Neutral,SAK,SAKSIAM LEASING PUBLIC COMPANY LIMITED,Financials,A
SALEE.BK,0.3281344254876526,Neutral,SALEE,,,
SAM.BK,-0.1104428567691202,Exit Point,SAM,,,
SAMART.BK,0.1862453209565797,Neutral,SAMART,,,
SAMCO.BK,-1.448388979630748,Exit Point,SAMCO,,,
