Ticker,Composite_Z,Classification,Name,Company Name,Industry,SET ESG Ratings 
SAMTEL.BK,0.235319901540603,Neutral,SAMTEL,,,
SANKO.BK,-0.1797301418536029,Exit Point,SANKO,,,
SAPPE.BK,-0.8869876470542725,Exit Point,SAPPE,SAPPE PUBLIC COMPANY LIMITED,Agro & Food Industry,A
SAT.BK,0.5866719498858574,Neutral,SAT,SOMBOON ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,Industrials,AA
SAUCE.BK,0.4242311056216253,Neutral,SAUCE,,,
SAV.BK,-0.0557730786396248,Neutral,SAV,,,
SAWAD.BK,-0.517117250933135,Exit Point,SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,Financials,AA
SAWANG.BK,-0.0723847787102923,Neutral,SAWANG,,,
SC.BK,-0.6204231946593018,Exit Point,SC,SC ASSET CORPORATION PUBLIC COMPANY LIMITED,Property & Construction,AA
SCAP.BK,0.2702639065686156,Neutral,SCAP,,,
SCB.BK,0.3903830908909995,Neutral,SCB,SCB X PUBLIC COMPANY LIMITED,Financials,AA
SCC.BK,0.3948160571719312,Neutral,SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,Property & Construction,AAA
SCCC.BK,-0.0621721010370173,Neutral,SCCC,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,Property & Construction,AA
SCG.BK,-0.659859751171371,Exit Point,SCG,RATCH PATHANA ENERGY PUBLIC COMPANY LIMITED,Resources,AA
SCGD.BK,0.0155947544144158,Neutral,SCGD,SCG DÉCOR PUBLIC COMPANY LIMITED,Property & Construction,A
SCGP.BK,0.2203069234692888,Neutral,SCGP,SCG PACKAGING PUBLIC COMPANY LIMITED,Industrials,AAA
SCI.BK,0.4966495687763061,Neutral,SCI,,,
SCL.BK,0.1964545380626186,Neutral,SCL,,,
SCM.BK,-0.2884478771288611,Exit Point,SCM,,,
SCN.BK,-0.0357494056930146,Neutral,SCN,,,
SCP.BK,0.3924406655444102,Neutral,SCP,,,
SDC.BK,0.3319893949784727,Neutral,SDC,,,
SE-ED.BK,0.3892002968685953,Neutral,SE-ED,,,
SE.BK,-0.2055329055087026,Exit Point,SE,,,
SEAFCO.BK,0.3072104753379922,Neutral,SEAFCO,,,
SEAOIL.BK,0.1076780538838608,Neutral,SEAOIL,,,
SECURE.BK,0.0041675876284686,Neutral,SECURE,,,
SEI.BK,0.0203469552012391,Neutral,SEI,,,
SELIC.BK,-1.147766396327905,Exit Point,SELIC,SELIC CORP PUBLIC COMPANY LIMITED,Industrials,A
SENA.BK,-0.9534538734734712,Exit Point,SENA,SENADEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,BBB
SENX.BK,0.0608552344672215,Neutral,SENX,,,
SFLEX.BK,0.4557625210219568,Neutral,SFLEX,STARFLEX PUBLIC COMPANY LIMITED,Industrials,A
SFT.BK,0.3001637639543066,Neutral,SFT,,,
SGC.BK,-0.1284660101155208,Exit Point,SGC,SG CAPITAL PUBLIC COMPANY LIMITED,Financials,A
SGF.BK,0.1412688328280305,Neutral,SGF,,,
SGP.BK,0.2903879774976601,Neutral,SGP,SIAMGAS AND PETROCHEMICALS PUBLIC COMPANY LIMITED,Resources,AA
SHANG.BK,0.4297828437154075,Neutral,SHANG,,,
SHR.BK,-0.3305314259530674,Exit Point,SHR,S HOTELS AND RESORTS PUBLIC COMPANY LIMITED,Services,AA
SIAM.BK,-1.391534937156196,Exit Point,SIAM,,,
SICT.BK,-0.749104262425589,Exit Point,SICT,SILICON CRAFT TECHNOLOGY PUBLIC COMPANY LIMITED,Technology,A
SIMAT.BK,-0.2431008655880412,Exit Point,SIMAT,,,
SINGER.BK,-0.1065035589462205,Exit Point,SINGER,,,
SINO.BK,0.8682901250575237,Neutral,SINO,,,
SIRI.BK,-0.4410344206625255,Exit Point,SIRI,SANSIRI PUBLIC COMPANY LIMITED,Property & Construction,AAA
SIRIPRT.BK,0.4779130113162555,Neutral,SIRIPRT,,,
SIS.BK,-0.1556155691540699,Exit Point,SIS,,,
SISB.BK,-0.4550881307265503,Exit Point,SISB,,,
SITHAI.BK,-0.161899660710655,Exit Point,SITHAI,SRITHAI SUPERWARE  PUBLIC COMPANY LIMITED,Industrials,A
SJWD.BK,0.0707575091257905,Neutral,SJWD,SCGJWD LOGISTICS PUBLIC COMPANY LIMITED,Services,AAA
SK.BK,0.4755001378099277,Neutral,SK,,,
SKE.BK,0.1617416934318581,Neutral,SKE,,,
SKN.BK,0.6927194290453604,Neutral,SKN,,,
SKR.BK,-1.4536484812506905,Exit Point,SKR,SIKARIN PUBLIC COMPANY LIMITED,Services,BBB
SKY.BK,-0.6534007856881879,Exit Point,SKY,,,
SLP.BK,0.3049976914692278,Neutral,SLP,,,
SM.BK,-0.1890791253534884,Exit Point,SM,,,
SMART.BK,0.1221239154323751,Neutral,SMART,,,
SMD100.BK,-0.4602742818561363,Exit Point,SMD100,,,
SMIT.BK,0.1790463388775354,Neutral,SMIT,,,
SMPC.BK,-0.2408909221850457,Exit Point,SMPC,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,Industrials,AA
SMT.BK,0.0201580464626633,Neutral,SMT,,,
SNC.BK,0.5997886632053999,Neutral,SNC,SNC FORMER PUBLIC COMPANY LIMITED,Industrials,A
SNNP.BK,-0.2471738862835894,Exit Point,SNNP,SRINANAPORN MARKETING PUBLIC COMPANY LIMITED,Agro & Food Industry,A
SNP.BK,-0.1455713238581791,Exit Point,SNP,S & P SYNDICATE PUBLIC COMPANY LIMITED,Agro & Food Industry,AA
SNPS.BK,0.5890756500885322,Neutral,SNPS,,,
SO.BK,0.0492592337658261,Neutral,SO,SIAMRAJATHANEE PUBLIC COMPANY LIMITED,Services,BBB
SOLAR.BK,-0.2579136662683881,Exit Point,SOLAR,,,
SONIC.BK,-0.0103444450020802,Neutral,SONIC,,,
SORKON.BK,0.3531735626206907,Neutral,SORKON,,,
SPA.BK,-0.6703210673709831,Exit Point,SPA,,,
SPACK.BK,-0.1428324732839265,Exit Point,SPACK,,,
SPALI.BK,-0.2329347085694958,Exit Point,SPALI,SUPALAI PUBLIC COMPANY LIMITED,Property & Construction,A
SPC.BK,0.5041349713988205,Neutral,SPC,,,
SPCG.BK,0.3125825974502435,Neutral,SPCG,,,
SPG.BK,0.8945693253711244,Neutral,SPG,,,
SPI.BK,0.5618425092431938,Neutral,SPI,SAHA PATHANA INTER-HOLDING PUBLIC COMPANY LIMITED,Services,A
SPRC.BK,0.1989182400597789,Neutral,SPRC,,,
SPREME.BK,-0.1033954613333446,Exit Point,SPREME,,,
SPRIME.BK,-0.2283833933813467,Exit Point,SPRIME,,,
SPVI.BK,-0.2050473302466129,Exit Point,SPVI,,,
SQ.BK,0.3173837835738465,Neutral,SQ,,,
SR.BK,0.1731151068024151,Neutral,SR,,,
SRICHA.BK,0.2433893576208897,Neutral,SRICHA,,,
SRIPANWA.BK,0.158128332027492,Neutral,SRIPANWA,,,
SRS.BK,-0.2401219682854847,Exit Point,SRS,,,
SSF.BK,0.0007407377467419,Neutral,SSF,,,
SSP.BK,-0.4935036465862433,Exit Point,SSP,SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED,Resources,AA
SSPF.BK,0.2399646051000175,Neutral,SSPF,,,
SSSC.BK,0.381153755352452,Neutral,SSSC,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,Industrials,A
SST.BK,-0.200115821215213,Exit Point,SST,,,
SSTRT.BK,-0.4310862669850845,Exit Point,SSTRT,,,
STA.BK,-0.231892394613143,Exit Point,STA,SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY LIMITED,Agro & Food Industry,AAA
STANLY.BK,-0.0704234150616062,Neutral,STANLY,,,
STC.BK,0.0906689356850684,Neutral,STC,,,
STECH.BK,0.3776251056985046,Neutral,STECH,,,
STECON.BK,0.4568592184736657,Neutral,STECON,STECON GROUP PUBLIC COMPANY LIMITED,Property & Construction,AA
STELLA.BK,0.3100136783267636,Neutral,STELLA,,,
STGT.BK,-0.4751443115482239,Exit Point,STGT,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,Consumer Products,AAA
STI.BK,-0.9195458311900908,Exit Point,STI,,,
STOWER.BK,-0.0090174642697674,Neutral,STOWER,,,
STP.BK,-0.1381212376102965,Exit Point,STP,,,
STPI.BK,0.250097704810903,Neutral,STPI,,,
STX.BK,0.3034255796619516,Neutral,STX,,,
SUC.BK,-0.0281010531581156,Neutral,SUC,,,
SUN.BK,-0.2305092312960688,Exit Point,SUN,SUNSWEET PUBLIC COMPANY LIMITED,Agro & Food Industry,BBB
SUPER.BK,0.1747770745984292,Neutral,SUPER,,,
SUPEREIF.BK,-2.308045752046681,Dump,SUPEREIF,,,
SUSCO.BK,0.1974773627232288,Neutral,SUSCO,,,
SUTHA.BK,0.295147808930839,Neutral,SUTHA,GOLDEN LIME PUBLIC COMPANY LIMITED,Industrials,AA
SVI.BK,0.3518972970351277,Neutral,SVI,,,
SVOA.BK,0.4681105479464155,Neutral,SVOA,SVOA PUBLIC COMPANY LIMITED,Technology,AA
SVR.BK,0.21015577814568,Neutral,SVR,,,
SVT.BK,-0.089182275319116,Neutral,SVT,,,
SWC.BK,0.5903471871720921,Neutral,SWC,,,
SYMC.BK,-0.5110249814049419,Exit Point,SYMC,SYMPHONY COMMUNICATION,Technology,BBB
SYNEX.BK,0.0664452428327056,Neutral,SYNEX,SYNNEX (THAILAND) PUBLIC COMPANY LIMITED,Technology,AA
SYNTEC.BK,0.4274666917776167,Neutral,SYNTEC,,,
TACC.BK,0.2438533736247575,Neutral,TACC,,,
TAE.BK,0.0081239051911698,Neutral,TAE,,,
TAKUNI.BK,0.3488906108616957,Neutral,TAKUNI,,,
TAN.BK,-0.2566480627218049,Exit Point,TAN,,,
TAPAC.BK,0.0226114715640208,Neutral,TAPAC,,,
TASCO.BK,-0.247036912339475,Exit Point,TASCO,TIPCO ASPHALT PUBLIC COMPANY LIMITED,Property & Construction,AA
TATG.BK,0.0527015164770966,Neutral,TATG,,,
TBN.BK,-0.0492498958410432,Neutral,TBN,,,
TC.BK,-0.1832467771614969,Exit Point,TC,,,
TCAP.BK,0.0883958000686074,Neutral,TCAP,THANACHART CAPITAL PUBLIC COMPANY LIMITED,Financials,AA
TCC.BK,0.2064060555782585,Neutral,TCC,,,
TCJ.BK,0.1275579391491485,Neutral,TCJ,,,
TCMC.BK,-0.0666686170431322,Neutral,TCMC,,,
TCOAT.BK,0.280514631267992,Neutral,TCOAT,,,
TEAM.BK,0.3380946054805475,Neutral,TEAM,,,
TEAMG.BK,0.3915446458443799,Neutral,TEAMG,,,
TEGH.BK,-0.1913700436146539,Exit Point,TEGH,THAI EASTERN GROUP HOLDINGS PUBLIC COMPANY LIMITED,Agro & Food Industry,AAA
TEKA.BK,-0.4059448831319668,Exit Point,TEKA,,,
TERA.BK,0.2034071615385811,Neutral,TERA,,,
TFFIF.BK,0.0581606271454701,Neutral,TFFIF,,,
TFG.BK,1.0380527247231748,Weight Increase,TFG,THAIFOODS GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,AA
TFI.BK,0.3518186285564209,Neutral,TFI,,,
TFM.BK,0.6965367844575934,Neutral,TFM,,,
TFMAMA.BK,-0.0483279928416274,Neutral,TFMAMA,THAI PRESIDENT FOODS PUBLIC COMPANY LIMITED,Agro & Food Industry,AAA
TGE.BK,-0.7246097311740718,Exit Point,TGE,THACHANG GREEN ENERGY PUBLIC COMPANY LIMITED,Resources,A
TGH.BK,0.3431714319818483,Neutral,TGH,THAI GROUP HOLDINGS PUBLIC COMPANY LIMITED,Financials,AA
TGPRO.BK,0.3958575273743997,Neutral,TGPRO,,,
TH.BK,0.1224969466715453,Neutral,TH,,,
THAI.BK,0.0226114715640208,Neutral,THAI,,,
THANA.BK,-0.0953174053080201,Neutral,THANA,THANASIRI GROUP PUBLIC COMPANY LIMITED,Property & Construction,BBB
THANI.BK,0.3825387138136265,Neutral,THANI,RATCHTHANI LEASING PUBLIC COMPANY LIMITED,Financials,AA
THCOM.BK,-0.2006682172531388,Exit Point,THCOM,THAICOM PUBLIC COMPANY LIMITED,Technology,AAA
THE.BK,0.6263270999801035,Neutral,THE,,,
THG.BK,-0.2776027347713222,Exit Point,THG,,,
THIP.BK,-0.4291846663466486,Exit Point,THIP,THANTAWAN INDUSTRY PUBLIC COMPANY LIMITED,Industrials,A
THMUI.BK,-0.0516674407650072,Neutral,THMUI,,,
THRE.BK,-0.1423179776828171,Exit Point,THRE,,,
THREL.BK,0.0790550203269144,Neutral,THREL,THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED,Financials,A
TIDLOR.BK,2.46840685424666,Neural Uptaking,TIDLOR,,,
TIF1.BK,-0.1958616594595803,Exit Point,TIF1,,,
TIGER.BK,0.2179244625131608,Neutral,TIGER,,,
TIPCO.BK,-0.4862301521035346,Exit Point,TIPCO,,,
TIPH.BK,0.1230204014604889,Neutral,TIPH,,,
TISCO.BK,0.1889393520472078,Neutral,TISCO,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,Financials,AAA
TITLE.BK,-0.0539265225385465,Neutral,TITLE,,,
TK.BK,-0.0327372935696652,Neutral,TK,,,
TKC.BK,0.4326637274385243,Neutral,TKC,,,
TKN.BK,-0.0838743729134823,Neutral,TKN,,,
TKS.BK,-0.2711353273487716,Exit Point,TKS,T.K.S. TECHNOLOGIES PUBLIC COMPANY LIMITED,Services,A
TKT.BK,0.0200963298408888,Neutral,TKT,,,
TLHPF.BK,1.0517037406691752,Weight Increase,TLHPF,,,
TLI.BK,0.3742862739281555,Neutral,TLI,THAI LIFE INSURANCE PUBLIC COMPANY LIMITED,Financials,A
TM.BK,0.185696757262259,Neutral,TM,,,
TMAN.BK,-0.1343521726167733,Exit Point,TMAN,,,
TMC.BK,-0.2050989375298373,Exit Point,TMC,,,
TMD.BK,0.3214025670113988,Neutral,TMD,,,
TMI.BK,-0.5478107590139359,Exit Point,TMI,,,
TMILL.BK,-0.387145276099735,Exit Point,TMILL,,,
TMT.BK,0.3454193544277105,Neutral,TMT,TMT STEEL PUBLIC COMPANY LIMITED,Industrials,AAA
TMW.BK,-0.1379431604403352,Exit Point,TMW,,,
TNDT.BK,0.1927813506154314,Neutral,TNDT,,,
TNH.BK,-0.2572630439977726,Exit Point,TNH,,,
TNITY.BK,-0.2476825794099183,Exit Point,TNITY,,,
TNL.BK,-0.3341875090752775,Exit Point,TNL,,,
TNP.BK,-0.5607419349158852,Exit Point,TNP,,,
TNPC.BK,0.3093219855244069,Neutral,TNPC,,,
TNPF.BK,-0.2565818357088923,Exit Point,TNPF,,,
TNR.BK,-0.2026901428831745,Exit Point,TNR,,,
TOA.BK,-0.2436424143231121,Exit Point,TOA,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,Property & Construction,A
TOG.BK,-1.1180304143316893,Exit Point,TOG,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,Consumer Products,A
TOP.BK,0.5146775550413254,Neutral,TOP,THAI OIL PUBLIC COMPANY LIMITED,Resources,AAA
TOPP.BK,0.0564467271916054,Neutral,TOPP,,,
TPA.BK,0.2983539807138637,Neutral,TPA,,,
TPAC.BK,-0.1917490716985991,Exit Point,TPAC,THAI PLASPAC,Industrials,AA
TPBI.BK,-1.2054377006551644,Exit Point,TPBI,TPBI PUBLIC COMPANY LIMITED,Industrials,AAA
TPCH.BK,-0.6006674346772656,Exit Point,TPCH,,,
TPCS.BK,0.4528744230528241,Neutral,TPCS,TPCS PUBLIC COMPANY LIMITED,Industrials,A
TPIPL.BK,0.2136131315337124,Neutral,TPIPL,TPI POLENE PUBLIC COMPANY LIMITED,Property & Construction,AA
TPIPP.BK,-0.6660848178723635,Exit Point,TPIPP,TPI POLENE POWER PUBLIC COMPANY LIMITED,Resources,AAA
TPL.BK,0.4749386677065225,Neutral,TPL,,,
TPLAS.BK,-0.0312695362443209,Neutral,TPLAS,,,
TPOLY.BK,-0.1886679261580723,Exit Point,TPOLY,,,
TPP.BK,0.1742062043259534,Neutral,TPP,,,
TPRIME.BK,-0.0857128122675738,Neutral,TPRIME,,,
TPS.BK,0.7824661341314939,Neutral,TPS,,,
TQM.BK,-0.4544542393532465,Exit Point,TQM,TQM ALPHA PUBLIC COMPANY LIMITED,Financials,A
TQR.BK,0.1213119893243623,Neutral,TQR,,,
TR.BK,-0.1150978587682124,Exit Point,TR,,,
TRC.BK,0.074734913375295,Neutral,TRC,,,
TRITN.BK,0.0663514674534141,Neutral,TRITN,,,
TRP.BK,-0.9548899603284792,Exit Point,TRP,,,
TRT.BK,-0.1550828567290063,Exit Point,TRT,,,
TRU.BK,0.0476502051370773,Neutral,TRU,,,
TRUBB.BK,-0.3413893060294245,Exit Point,TRUBB,THAI RUBBER LATEX GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,AA
TRUE.BK,0.7136886668318618,Neutral,TRUE,,,
TRV.BK,-0.2266827113807544,Exit Point,TRV,,,
TSC.BK,-0.4624066611624609,Exit Point,TSC,THAI STEEL CABLE PUBLIC COMPANY LIMITED,Industrials,A
TSE.BK,-0.4894164932568516,Exit Point,TSE,,,
TSI.BK,0.2248705593760143,Neutral,TSI,,,
TSR.BK,-0.3063101565374543,Exit Point,TSR,,,
TSTE.BK,0.6020513739028628,Neutral,TSTE,,,
TSTH.BK,0.6354383353293656,Neutral,TSTH,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,Industrials,A
TTA.BK,0.0068251354030026,Neutral,TTA,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,Services,AA
TTB.BK,0.5631062230374005,Neutral,TTB,TMBTHANACHART BANK PUBLIC COMPANY LIMITED,Financials,AAA
TTCL.BK,-0.5922754153629449,Exit Point,TTCL,TTCL PUBLIC COMPANY LIMITED,Property & Construction,A
TTI.BK,0.3171293597180984,Neutral,TTI,,,
TTLPF.BK,-1.011922416530692,Exit Point,TTLPF,,,
TTT.BK,0.1569568411378248,Neutral,TTT,,,
TTW.BK,0.197450213719649,Neutral,TTW,TTW PUBLIC COMPANY LIMITED,Resources,AA
TU-PF.BK,0.7047147730580828,Neutral,TU-PF,,,
TU.BK,-0.1337853310333048,Exit Point,TU,THAI UNION GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,A
TURTLE.BK,0.6560126129094532,Neutral,TURTLE,,,
TVDH.BK,-0.3586023133887197,Exit Point,TVDH,,,
TVH.BK,0.2033967890948535,Neutral,TVH,,,
TVO.BK,0.2665920045934316,Neutral,TVO,THAI VEGETABLE OIL PUBLIC COMPANY LIMITED,Agro & Food Industry,AAA
TVT.BK,0.2035987024138852,Neutral,TVT,,,
TWP.BK,-0.241083904070521,Exit Point,TWP,,,
TWPC.BK,-0.0908955996001937,Neutral,TWPC,THAI WAH PUBLIC COMPANY LIMITED,Agro & Food Industry,A
TWZ.BK,-0.194840720520943,Exit Point,TWZ,,,
TYCN.BK,0.2463110036241461,Neutral,TYCN,,,
UAC.BK,0.1468464887680909,Neutral,UAC,UAC GLOBAL PUBLIC COMPANY LIMITED,Industrials,A
UBA.BK,0.5086129953080294,Neutral,UBA,,,
UBE.BK,-0.0399959897546188,Neutral,UBE,UBON BIO ETHANOL PUBLIC COMPANY LIMITED,Resources,A
UBIS.BK,-0.043354844010815,Neutral,UBIS,,,
UEC.BK,-0.3669680233297038,Exit Point,UEC,,,
UKEM.BK,0.4714806831896449,Neutral,UKEM,,,
UMI.BK,0.3983308741417861,Neutral,UMI,,,
UMS.BK,0.0966478781076264,Neutral,UMS,,,
UNIQ.BK,-0.4431343789334626,Exit Point,UNIQ,,,
UOBKH.BK,0.3641084305433047,Neutral,UOBKH,,,
UP.BK,0.5114113213811154,Neutral,UP,,,
UPF.BK,-0.0262301710878199,Neutral,UPF,UNION PIONEER PUBLIC COMPANY LIMITED,Consumer Products,BBB
UPOIC.BK,0.4329294418348568,Neutral,UPOIC,UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,Agro & Food Industry,BBB
UREKA.BK,0.0082263847480523,Neutral,UREKA,,,
UTP.BK,0.4142631166500043,Neutral,UTP,,,
UV.BK,-1.184211871323615,Exit Point,UV,,,
UVAN.BK,0.3802908923044266,Neutral,UVAN,,,
VARO.BK,0.6167052373872307,Neutral,VARO,,,
VCOM.BK,0.6680356156757579,Neutral,VCOM,,,
VGI.BK,-0.2411816296517666,Exit Point,VGI,VGI PUBLIC COMPANY LIMITED,Services,AA
VIBHA.BK,-1.6000049082935055,Exit Point,VIBHA,VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED,Services,BBB
VIH.BK,-0.0564545699898167,Neutral,VIH,SRIVICHAIVEJVIVAT PUBLIC COMPANY LIMITED,Services,A
VL.BK,-0.7584195240612217,Exit Point,VL,,,
VNG.BK,-1.0318819804649766,Exit Point,VNG,,,
VPO.BK,0.0881018555182097,Neutral,VPO,,,
VRANDA.BK,-0.4223142980541025,Exit Point,VRANDA,,,
VS.BK,0.5294828568095629,Neutral,VS,,,
WACOAL.BK,0.2766521053567342,Neutral,WACOAL,THAI WACOAL PUBLIC COMPANY LIMITED,Consumer Products,A
WARRIX.BK,-0.1957864607337815,Exit Point,WARRIX,,,
WAVE.BK,-0.7996823927862547,Exit Point,WAVE,,,
WELL.BK,0.0226114715640208,Neutral,WELL,,,
WFX.BK,-0.1315273781008824,Exit Point,WFX,,,
WGE.BK,0.3206592584646147,Neutral,WGE,,,
WHA.BK,-0.1640342208127609,Exit Point,WHA,WHA CORPORATION PUBLIC COMPANY LIMITED,Property & Construction,AAA
WHABT.BK,0.2261889295206058,Neutral,WHABT,,,
WHAIR.BK,-0.1409249520742272,Exit Point,WHAIR,,,
WHART.BK,0.1927292463806381,Neutral,WHART,,,
WHAUP.BK,-0.2522740995353814,Exit Point,WHAUP,WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED,Resources,AAA
WICE.BK,0.2107164057315479,Neutral,WICE,WICE LOGISTICS PUBLIC COMPANY LIMITED,Services,AA
WIIK.BK,0.1246489924246702,Neutral,WIIK,,,
WIN.BK,0.4350024232736436,Neutral,WIN,,,
WINDOW.BK,0.7613785292348639,Neutral,WINDOW,,,
WINMED.BK,-0.1360944775579222,Exit Point,WINMED,,,
WINNER.BK,0.174531721957635,Neutral,WINNER,,,
WORK.BK,-0.6221416013515636,Exit Point,WORK,,,
WP.BK,0.2004870423638723,Neutral,WP,,,
WPH.BK,0.3576771743413295,Neutral,WPH,,,
XBIO.BK,-0.8575804785956328,Exit Point,XBIO,,,
XO.BK,0.0881536050943065,Neutral,XO,EXOTIC FOOD PUBLIC COMPANY LIMITED,Agro & Food Industry,A
XPG.BK,0.0480376451338543,Neutral,XPG,,,
YGG.BK,-0.1093095267284115,Exit Point,YGG,,,
YONG.BK,-0.5774923206925152,Exit Point,YONG,,,
YUASA.BK,0.8513481306931722,Neutral,YUASA,,,
ZAA.BK,-0.028162220792243,Neutral,ZAA,,,
ZEN.BK,-0.6158839966487112,Exit Point,ZEN,ZEN CORPORATION GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,AA
ZIGA.BK,-0.1022240615142922,Exit Point,ZIGA,,,
^SET.BK,-0.6343240666224024,Exit Point,^SET,,,
